image,mask_pixels,skeleton_pixels,D_min_px,D_ref_px,stenosis_percent
14_039_1_0042_bmp.rf.b239e1d16e6eb57376ccd7214cd87b2b_mask.png,940,116,4.472,11.127,59.81
14_039_1_0043_bmp.rf.5b7ee06c953f5cd9cce8c35e3da8cbfa_mask.png,503,93,4.472,7.921,43.54
14_039_1_0047_bmp.rf.2165c762eeb408500c1bc51285cb6195_mask.png,830,154,4.472,6.768,33.92
14_039_1_0053_bmp.rf.7b336c287ebc22e28c2e4fed75e25935_mask.png,231,50,4.0,5.301,24.55
14_039_2_0034_bmp.rf.f79c0d240bacab10ff51f922ae1ebc88_mask.png,1788,224,4.472,12.027,62.82
14_039_2_0038_bmp.rf.a8970a21c5de111f80bf8b963fed3c6c_mask.png,1174,189,4.472,8.0,44.1
14_039_2_0042_bmp.rf.847ea8400667f43a3819eeb6483026a8_mask.png,1442,221,4.472,8.0,44.1
14_039_2_0047_bmp.rf.ebe3ccee219dd29e186e8000530ff5f5_mask.png,689,131,4.472,5.657,20.94
14_039_4_0020_bmp.rf.813e8770a0ac2ce46c9c4e49a75a043b_mask.png,1041,171,4.472,7.211,37.98
14_039_4_0021_bmp.rf.8281097f9edf4d14b32a1b76f34414cf_mask.png,1059,173,4.472,8.549,47.69
14_039_4_0022_bmp.rf.229f5b12da5028e564ae17c52a38fe13_mask.png,1106,185,4.472,8.172,45.28
14_039_4_0024_bmp.rf.117c33255a4b2fdf0758f71eab8afde5_mask.png,1330,211,4.472,8.852,49.48
14_039_4_0029_bmp.rf.61b439f5573ab59049c315271a8aac20_mask.png,1400,186,4.472,12.066,62.93
14_039_4_0030_bmp.rf.ad15ebbeb3056a419487274edd937453_mask.png,3327,519,4.472,10.0,55.28
14_039_4_0033_bmp.rf.f9711dbf5d10ef1bbbc029fc964adc4b_mask.png,1273,188,4.472,10.0,55.28
14_039_4_0035_bmp.rf.9f6847f13a53ac81f81f35bf399d65a1_mask.png,1751,279,4.472,10.0,55.28
14_039_4_0042_bmp.rf.b93b8dd8904c34c2ed6d0fc77eeab574_mask.png,1210,185,4.472,7.211,37.98
14_039_4_0055_bmp.rf.7489c868e1197d95870da68f2c86789c_mask.png,2655,392,4.472,8.944,50.0
14_039_4_0058_bmp.rf.863e4c7875a7a3b744e10954fab56ad6_mask.png,1404,243,4.472,8.737,48.81
14_039_4_0062_bmp.rf.acc3eae08c6b455372d48bdfed059128_mask.png,1181,168,4.472,8.123,44.95
14_039_4_0073_bmp.rf.cd3f25edce9aa1364b2d9c220bb0e915_mask.png,1121,165,4.472,8.737,48.81
14_039_5_0033_bmp.rf.2a80d6059528de91e0ec0084734abf39_mask.png,1114,137,4.472,10.765,58.45
14_039_5_0036_bmp.rf.b7d754e9b37e27f18568cd1118ad05dc_mask.png,867,126,4.472,10.0,55.28
14_039_5_0038_bmp.rf.3f58b90e3a71d6f42f3ce65ea948d9d2_mask.png,994,150,4.472,8.48,47.26
14_039_5_0045_bmp.rf.611800eab164d8250b7563dacccaeb75_mask.png,297,52,4.472,7.813,42.76
14_039_5_0048_bmp.rf.5eb14afb0926014de9e4abe7c7e3de1c_mask.png,1078,151,4.472,8.39,46.69
14_039_5_0060_bmp.rf.ce43ed98e508c93fef3c9aa4464462bf_mask.png,881,127,4.472,10.059,55.54
14_039_5_0072_bmp.rf.29718ebae1c1fac5bf0786f06e8d3b87_mask.png,585,131,4.472,5.657,20.94
14_039_5_0079_bmp.rf.53fefdef532b70f63bd18591fc2c6e3b_mask.png,768,153,4.472,6.325,29.29
14_039_5_0083_bmp.rf.c5f6c7f2ae8405406694559672298ebb_mask.png,911,131,4.472,8.434,46.97
14_039_5_0086_bmp.rf.f9e69076697a3a61a06da635cae2c4f8_mask.png,650,123,4.472,6.582,32.05
14_039_7_0072_bmp.rf.9079764bc614908f14d2cd43fc7f6a13_mask.png,2211,355,4.472,10.0,55.28
14_039_7_0075_bmp.rf.f2c9cfd4a9fc756efd5ea16e1795268a_mask.png,1014,126,4.472,12.436,64.04
14_040_1_0010_bmp.rf.1d1b87c083dd71ec4c670736501c9193_mask.png,252,45,4.472,6.065,26.26
14_040_1_0029_bmp.rf.69e09dd94a36999d9d94a8fe0b25edd5_mask.png,264,54,4.472,5.064,11.7
14_040_2_0014_bmp.rf.ae0539d2596947b40e120a726da33f53_mask.png,287,57,4.0,5.863,31.77
14_040_2_0017_bmp.rf.50a0793a2072536313b169dc6102e2b6_mask.png,837,139,4.472,8.074,44.61
14_040_2_0027_bmp.rf.aa290d39a8e5b5dcafa68afbe8f35c9d_mask.png,763,122,4.472,7.211,37.98
14_040_2_0029_bmp.rf.0100564cd7a5953f727542827b7afaf5_mask.png,702,86,5.657,8.217,31.16
14_040_2_0030_bmp.rf.ff0d50f139818745e52806a306694c43_mask.png,486,71,4.472,7.211,37.98
14_040_2_0031_bmp.rf.6ba2e9b0ba57d2f163dabb9eeab799de_mask.png,711,101,4.472,8.414,46.85
14_040_3_0018_bmp.rf.cc6ba3cf58bfff4633365eaaee613705_mask.png,311,71,4.0,5.064,21.02
14_040_3_0024_bmp.rf.e45b285113fe78836cca45a3c19e06ed_mask.png,497,93,4.472,6.647,32.72
14_040_3_0027_bmp.rf.57e9c55dc5bbfa62b9d9ea10963cbeb2_mask.png,329,71,4.472,6.031,25.84
14_040_5_0019_bmp.rf.ca69bf6fd34ab42136e18e9c6b09d198_mask.png,236,31,4.472,6.484,31.03
14_040_5_0025_bmp.rf.43c3c3b2a017837cd135ce4a91f10422_mask.png,432,63,4.472,7.965,43.85
14_040_5_0029_bmp.rf.a2c4bf7095ab772d853d5508d259e923_mask.png,362,56,4.472,7.566,40.89
14_040_5_0032_bmp.rf.1329f86c6974ca264bba36ecfe054296_mask.png,614,99,4.472,7.211,37.98
14_040_5_0036_bmp.rf.252e6571d313bfc717c942a3e1b44435_mask.png,235,32,4.472,8.022,44.25
14_040_7_0005_bmp.rf.248d6085c655af27654efc4031496f6a_mask.png,412,75,4.472,6.394,30.06
14_040_7_0011_bmp.rf.9f6e9b30812470ad1bf8d270edbb82aa_mask.png,425,40,6.325,8.807,28.18
14_042_1_0026_bmp.rf.629dfd7c9b7f6687f7917f62b02c9714_mask.png,990,189,4.472,7.211,37.98
14_042_1_0032_bmp.rf.71f00a128ea6fc9ac3d265daf65b815c_mask.png,575,90,4.472,8.073,44.6
14_042_1_0038_bmp.rf.4f57a600d95b28de803cf49ea0c3e5a1_mask.png,1076,165,4.472,8.36,46.5
14_042_1_0039_bmp.rf.26e6c6e66abae311572587ca2ac68181_mask.png,831,153,4.472,7.211,37.98
14_042_1_0049_bmp.rf.0b84fcadf18a26433eabe92c8bb43d4c_mask.png,2492,442,4.472,8.807,49.22
14_042_1_0053_bmp.rf.82a831851640a8c72db3c38251ed2432_mask.png,1273,183,4.472,10.02,55.37
14_042_1_0054_bmp.rf.83c4e92b0fc2016475993ab7590fd09d_mask.png,1033,159,4.472,10.858,58.81
14_042_1_0064_bmp.rf.5531dc8d63b3ceea8fb1afdb12b5075a_mask.png,999,162,4.472,8.479,47.26
14_042_2_0040_bmp.rf.4e0c9c733c6f78ee97d59a322e26266e_mask.png,741,122,4.472,8.527,47.56
14_042_2_0046_bmp.rf.be9ae91779ef88a81ad211ee895de89e_mask.png,1014,114,5.657,11.946,52.65
14_042_2_0054_bmp.rf.07ce36a0877519dbe4c57277b1fc01dd_mask.png,597,88,4.472,10.04,55.46
14_042_2_0058_bmp.rf.0b40c049b79d226180369a08a5a89f0d_mask.png,1465,171,5.657,10.484,46.04
14_042_2_0065_bmp.rf.99873491f8a10dd64912d90b6aa8697d_mask.png,1019,179,4.472,9.868,54.68
14_042_2_0071_bmp.rf.b2f480019971e3a69c16b0bc724d314f_mask.png,703,61,4.472,12.402,63.94
14_042_2_0072_bmp.rf.ef3575c7b64cf578d78fbaea3fb0c62e_mask.png,1091,156,4.472,8.597,47.98
14_042_3_0019_bmp.rf.8f8cbae6ffc19c602053c1384c4eae0b_mask.png,575,95,4.472,6.461,30.78
14_042_3_0021_bmp.rf.e4768887aa9d196f05a5f71514b1b575_mask.png,390,62,4.472,8.196,45.44
14_042_3_0071_bmp.rf.7fd09992511a4e7f1190272ee67cac8d_mask.png,244,60,4.0,4.236,5.57
14_042_4_0036_bmp.rf.58a9a0dc6f38806666d29ddf13e19598_mask.png,1674,256,4.472,8.761,48.95
14_042_4_0037_bmp.rf.0d8a61252924c70239d245225d753c37_mask.png,1265,201,4.472,8.691,48.54
14_042_4_0043_bmp.rf.06419f1259542a1eed171b1ac9df412f_mask.png,981,162,4.472,8.458,47.12
14_042_4_0046_bmp.rf.e506b33088b9712a14469923273dd6f4_mask.png,1540,238,4.472,8.944,50.0
14_042_4_0051_bmp.rf.895cd16f994b67026f1f05faf797f290_mask.png,1471,256,4.472,8.505,47.42
14_042_4_0057_bmp.rf.80ab4516af41abb86da8762d2bbf79a9_mask.png,767,119,4.472,8.335,46.35
14_042_4_0061_bmp.rf.f0d6566d47080be0c8e5f7d9550858a7_mask.png,1987,330,4.472,8.944,50.0
14_042_4_0070_bmp.rf.c4c23519daec1e64217b55822e7252e5_mask.png,589,106,4.472,8.336,46.35
14_042_4_0072_bmp.rf.aa3e6bbdf62b687e0b95f6f178ed78d1_mask.png,1408,208,4.472,10.059,55.54
14_042_4_0075_bmp.rf.ecd4501c3c4af35669802c1fff5e2e67_mask.png,554,87,4.472,8.074,44.61
14_042_5_0028_bmp.rf.72e167dcdd4e63f06174d8b8c3b147a0_mask.png,1446,228,4.472,11.032,59.46
14_042_5_0040_bmp.rf.c077c6a95c27c1771f8c87af0cd8cc3e_mask.png,1130,201,4.472,7.211,37.98
14_042_5_0045_bmp.rf.ca45de9fd93e9b90ee5a5dc24ab1f3c4_mask.png,574,101,4.472,6.768,33.92
14_042_5_0055_bmp.rf.ceee19c399fc322301c8972839196654_mask.png,557,119,4.472,5.301,15.64
14_042_5_0058_bmp.rf.f3c46c5a7c5c8f2b11f28fac829aff06_mask.png,760,152,4.472,6.195,27.81
14_044_1_0039_bmp.rf.9f4edbd114a9add4dda47bfea36692c1_mask.png,269,46,4.472,6.292,28.92
14_044_1_0041_bmp.rf.9a8e732d4a1640326e2013793923e3f4_mask.png,423,61,4.472,8.312,46.2
14_044_1_0043_bmp.rf.84304652ee45f24ce8fd91a54898a574_mask.png,264,53,4.472,6.851,34.72
14_044_1_0047_bmp.rf.1bbf16e5052f08db165b65ea8c2762ac_mask.png,259,49,4.472,6.053,26.12
14_044_2_0024_bmp.rf.54ddcb041817d13bb6604693277ee3b1_mask.png,507,90,4.472,6.53,31.51
14_044_2_0025_bmp.rf.d540cdf6c0c9af7b3c4cf497487794b5_mask.png,628,131,4.472,6.0,25.46
14_044_2_0028_bmp.rf.42be340ff4f543857fe561510b5cf548_mask.png,362,56,4.472,8.873,49.6
14_044_3_0034_bmp.rf.9e84b295cd36b80a8948f789eede62b4_mask.png,705,102,4.472,7.211,37.98
14_044_3_0049_bmp.rf.2d0fd11e7348517fb5e58cfaf3ad7257_mask.png,301,51,4.472,8.049,44.44
14_044_5_0023_bmp.rf.cf9ce48af8956ccd14fd1e1c0a0f6f9c_mask.png,298,46,5.657,8.238,31.33
14_044_5_0039_bmp.rf.dd257024b0ad357d54f980441bfe8cba_mask.png,227,42,4.0,6.921,42.21
14_044_5_0048_bmp.rf.090f8b611906eaf9aeb1ea874e61e0b5_mask.png,205,43,4.472,7.675,41.73
14_046_3_0025_bmp.rf.c4e756416ef6c1bac26cd1330ade955d_mask.png,1095,174,4.472,8.294,46.08
14_046_3_0028_bmp.rf.7c2a7ed291ece28082bd23eec080c5a3_mask.png,1370,207,4.472,8.643,48.26
14_046_3_0030_bmp.rf.c9bfa7b02288bc64b112a0ede6de533f_mask.png,1070,142,4.472,11.432,60.88
14_046_3_0036_bmp.rf.023536c9fd5788c276530257349edb93_mask.png,842,128,4.472,8.621,48.13
14_046_3_0040_bmp.rf.c7dd6fcc6c936309c03754e88ab46681_mask.png,605,109,4.472,8.311,46.19
14_046_3_0048_bmp.rf.bba76c5dd33fc35f13d5f3a3e3bc8f46_mask.png,997,182,4.472,8.293,46.08
14_046_3_0050_bmp.rf.8619bcf84eebe8cb90ac381829c0422f_mask.png,773,116,4.472,10.04,55.46
14_046_3_0055_bmp.rf.860631c8ba477d8552c57249ddbee7fc_mask.png,771,101,4.472,11.166,59.95
14_046_3_0056_bmp.rf.c05494b0c9a602ab4584cbe384db2843_mask.png,376,67,4.472,6.461,30.78
14_046_3_0058_bmp.rf.27ce0059edad1eebe471ccafdc9c36fe_mask.png,472,59,4.472,11.979,62.67
14_046_5_0039_bmp.rf.1c92d024f9b2ca3d8094e7b30318f222_mask.png,240,40,4.472,7.132,37.29
14_046_5_0042_bmp.rf.0d40879f6821f53e0c117c8bdaa0a70f_mask.png,474,90,4.472,6.647,32.72
14_046_5_0043_bmp.rf.e01815792b9bde498991a7269faa0f0d_mask.png,447,81,4.472,6.065,26.26
14_046_5_0053_bmp.rf.6f16a1d716177186b3af569de0dfa6a6_mask.png,654,109,4.472,6.856,34.78
14_046_5_0061_bmp.rf.2da61300e6455852278bc34c59775ef7_mask.png,576,136,4.472,5.657,20.94
14_046_5_0064_bmp.rf.045d07bc6f5063c2668e8021ecc8afd0_mask.png,453,97,4.472,6.0,25.46
14_046_5_0073_bmp.rf.d5fb278f8759f49d635dc42dea16a139_mask.png,538,64,4.472,8.287,46.03
14_046_5_0078_bmp.rf.f5515b2e14c61baddf736f9439dd3b7a_mask.png,561,103,4.472,6.591,32.14
14_046_5_0087_bmp.rf.d1a8a2fca7f3458bf42af6c52eb032d3_mask.png,214,38,4.472,6.121,26.94
14_046_5_0089_bmp.rf.6563bd33a6ab1bb9de624b43bd262c74_mask.png,247,45,4.472,6.327,29.32
14_046_6_0030_bmp.rf.8f79a2517a18370635ae08804d47518a_mask.png,253,38,4.472,6.13,27.04
14_046_6_0033_bmp.rf.153e357f0ec2c515eed67e0b29f6c3ef_mask.png,380,63,4.472,6.792,34.15
14_046_6_0055_bmp.rf.c984a0a489b5ac632fa42f7f7abca176_mask.png,502,96,4.472,6.032,25.87
14_046_6_0062_bmp.rf.2d14f56da6beea50f49e6c57eb6ebfe3_mask.png,263,45,4.472,5.863,23.72
14_046_6_0067_bmp.rf.490c761e394bb3ccea8a3f5f352a8c89_mask.png,630,112,4.472,7.211,37.98
14_048_1_0024_bmp.rf.60a0690e1ccdfd72a08fc9c45b43c693_mask.png,1880,286,4.472,10.0,55.28
14_048_1_0040_bmp.rf.de4ffa15c54d1d301c039937b4e28164_mask.png,320,62,4.472,5.064,11.7
14_048_1_0041_bmp.rf.6cbc7283f75c8efa976fc007e26cc3d4_mask.png,325,68,4.0,4.472,10.56
14_048_1_0053_bmp.rf.34978e5526f6227d7c6097f75d3f6daf_mask.png,472,99,4.472,5.657,20.94
14_048_1_0073_bmp.rf.dc9903ec94c9ec0e199b80deeec5087d_mask.png,919,154,4.472,8.049,44.44
14_048_1_0075_bmp.rf.7f4dfff5a0d64bbc9cfd8ad048fcae6b_mask.png,1302,198,4.472,8.366,46.54
14_048_1_0083_bmp.rf.c2d20dd8ba06504b127aeb8501425ed9_mask.png,527,59,4.472,9.703,53.91
14_048_1_0084_bmp.rf.1f1d52ed98a37c897012b425e547d21d_mask.png,938,142,4.472,8.503,47.41
14_048_2_0025_bmp.rf.8eff5dfea3e46ab4496dc80bbcb8d91f_mask.png,1289,224,4.472,8.098,44.78
14_048_2_0033_bmp.rf.8b126553792f0421181129309c50543e_mask.png,2232,331,4.472,12.0,62.73
14_048_2_0039_bmp.rf.37de08f1c381caa46a7b50d2e28ad694_mask.png,1400,211,4.472,11.468,61.0
14_048_2_0045_bmp.rf.7041ba6cf9ea27b2e4fef4afb927ef18_mask.png,1205,186,4.472,10.568,57.68
14_048_2_0048_bmp.rf.80a236ed904a8fcdf4ad7911aed2d98f_mask.png,1094,184,4.472,8.406,46.8
14_048_2_0051_bmp.rf.7fcc987b4f22857691fe96d72098b8f2_mask.png,1543,190,4.472,10.65,58.01
14_048_2_0062_bmp.rf.1260e0beeb91e411f3fa705caeee042b_mask.png,734,122,4.472,8.384,46.66
14_048_2_0064_bmp.rf.a7d5d441cf31caba68ef6e5a906d941d_mask.png,2052,308,4.472,11.248,60.24
14_048_2_0070_bmp.rf.efeef6cfc2b852cefd75e8ad9a5ae44c_mask.png,969,156,4.472,10.263,56.42
14_048_2_0077_bmp.rf.4f966d100a3fa2e008ef766cd7eab9cb_mask.png,2520,335,4.472,11.433,60.89
14_048_2_0083_bmp.rf.e17d2acf5aa5cbd4ccafec7aeac5c74c_mask.png,1196,187,4.472,10.283,56.51
14_048_2_0085_bmp.rf.477f053c6821c506fea5abcfd1ed8a24_mask.png,1050,189,4.472,8.527,47.56
14_048_2_0090_bmp.rf.f13603749deb7225f0e02b317d4c9bb3_mask.png,1079,218,4.472,7.211,37.98
14_048_2_0093_bmp.rf.cc8eedf4bd4efd9a534b84637b33aa29_mask.png,1729,341,4.472,8.318,46.24
14_048_2_0099_bmp.rf.62a21c615c1a0aced5d3225847771470_mask.png,992,155,4.472,8.455,47.11
14_048_3_0030_bmp.rf.385f376be349fbf241e039dbabe8c687_mask.png,929,159,4.472,8.073,44.6
14_048_3_0032_bmp.rf.26a92430c246f0952cf2a4821304d8dd_mask.png,1223,199,4.472,8.195,45.43
14_048_3_0061_bmp.rf.40b8fd9d6c0516c08b075e31a4b50aaf_mask.png,516,73,4.472,8.315,46.21
14_048_3_0074_bmp.rf.bba142b8684427218b3b7d721a4cbc2a_mask.png,770,158,4.472,6.292,28.92
14_048_3_0080_bmp.rf.00a24deb89e079f75d83a789637812e0_mask.png,440,87,4.472,6.517,31.38
14_048_4_0020_bmp.rf.b7c1aa622f95c1ee48133171cf561155_mask.png,1032,165,4.472,8.759,48.94
14_048_4_0030_bmp.rf.864cfb75653542ae498879906cbc8546_mask.png,442,87,4.472,6.768,33.92
14_048_4_0035_bmp.rf.af5b36e26677d20e5355b1f738e7b4ad_mask.png,412,56,4.472,8.238,45.71
14_048_4_0042_bmp.rf.2279092ab84fb591af5ab758f53da83e_mask.png,398,68,4.472,7.919,43.53
14_048_4_0048_bmp.rf.ac96b50d1bd3afb82014736d71667244_mask.png,424,97,4.472,7.034,36.42
14_048_4_0049_bmp.rf.5eff3134c3862c133d930e62d18014be_mask.png,767,132,4.472,7.961,43.83
14_048_4_0071_bmp.rf.99469b3380fbf50e57200e5990ddb8b3_mask.png,625,89,4.472,8.308,46.17
14_048_4_0072_bmp.rf.c985fde97cad47fd688a6ab2ba83a963_mask.png,459,71,4.472,8.269,45.91
14_048_4_0073_bmp.rf.15d4663099fb9d6ec791f4c5b6652894_mask.png,977,186,4.472,6.325,29.29
14_048_4_0075_bmp.rf.73a1f7da4652b49aded5c700ac985536_mask.png,703,107,4.472,9.522,53.03
14_048_5_0016_bmp.rf.f929e637d86ef9ae0f0d21b0fe41e031_mask.png,500,96,4.472,6.195,27.81
14_048_5_0017_bmp.rf.175d680cbe3bc38e86a8b2388747357b_mask.png,372,70,4.472,7.606,41.2
14_048_5_0028_bmp.rf.b559dade5180a213d0cd9ca4f46c2eef_mask.png,1366,247,4.472,8.597,47.98
14_048_5_0031_bmp.rf.96ec4c1d4d7ee5e88a7e42bc6c78d2b5_mask.png,1667,258,4.472,10.194,56.13
14_048_5_0058_bmp.rf.6bb420cb7a791918b5dc699ac954921b_mask.png,698,133,4.472,8.43,46.95
14_048_5_0059_bmp.rf.371ebff24644443354ff18d271cba650_mask.png,1737,292,4.472,10.464,57.26
14_048_5_0060_bmp.rf.14079476031e5efdb0cbef2094e382da_mask.png,1700,226,4.472,12.548,64.36
14_048_5_0069_bmp.rf.8f165a0369587381c130aa05d3f41644_mask.png,1176,190,4.472,8.287,46.03
14_048_5_0078_bmp.rf.fc4ecf435bcb9a522fc11bc8f9a369fd_mask.png,891,166,4.472,7.211,37.98
14_049_1_0018_bmp.rf.b0a2797c19c725957292f6524710e959_mask.png,791,101,4.472,10.0,55.28
14_049_1_0023_bmp.rf.d0a5c00ffa6e0106d724b7f913a3de7a_mask.png,625,89,4.472,8.406,46.8
14_049_1_0038_bmp.rf.d60683a2c7b7781c8682f65d4434d193_mask.png,1154,169,4.472,8.852,49.48
14_049_3_0017_bmp.rf.9e3450873317c5216731249164344701_mask.png,630,104,4.472,7.651,41.55
14_049_3_0030_bmp.rf.0ecfdb5be6285e35df9ce1c76a1d5525_mask.png,601,110,4.472,7.034,36.42
14_049_3_0033_bmp.rf.77e0ef2dfbebb3f3762f72688ad4cc36_mask.png,730,141,4.472,6.679,33.04
14_049_3_0039_bmp.rf.62b7fb64aa4332e6c85785a18ab42d46_mask.png,303,57,4.472,6.13,27.04
14_049_4_0026_bmp.rf.0925f552f4554b0a95a2eb0b8167ff07_mask.png,438,72,4.472,6.647,32.72
14_049_4_0031_bmp.rf.b0b6ca9fe7facec4f1196cb66de6a91c_mask.png,354,58,4.472,6.614,32.39
14_049_4_0032_bmp.rf.5400206193547f7cb264397a52796dd3_mask.png,530,110,4.472,6.065,26.26
14_049_4_0034_bmp.rf.6d89294abc5ff471bec23be017946a9c_mask.png,341,56,4.472,6.162,27.43
14_049_4_0050_bmp.rf.93ed8379c17c2947de041e0f6a0eaab7_mask.png,270,42,4.472,6.162,27.43
14_049_4_0057_bmp.rf.c4a8580526cd9364df25ba4b1899e14a_mask.png,428,100,4.472,5.064,11.7
14_049_4_0058_bmp.rf.35a599517f80f6b6bec5021a1d90ed0a_mask.png,630,102,4.472,8.025,44.27
14_049_4_0060_bmp.rf.e1df2710c028e693e661379cb1ef439a_mask.png,511,88,4.472,6.526,31.47
14_050_10_0025_bmp.rf.296910e112e21bad95a3fd43b2027c85_mask.png,645,99,4.472,10.34,56.75
14_050_10_0027_bmp.rf.4e0d23e69043ad73c475650df6cc18b3_mask.png,573,92,4.472,10.0,55.28
14_050_10_0028_bmp.rf.bf980c5df5b3dc0da77c28905875ad41_mask.png,646,123,4.472,8.311,46.19
14_050_10_0029_bmp.rf.6a1e31ce479248fe44ccd774a8e9a055_mask.png,480,64,4.472,11.628,61.54
14_050_10_0049_bmp.rf.203ea9bd8e8b80f7e2d1b99a2840e314_mask.png,721,168,4.472,6.0,25.46
14_050_4_0029_bmp.rf.771a61fda4d4e889436e120cf9925f44_mask.png,249,60,4.0,4.828,17.14
14_050_6_0023_bmp.rf.530fe44e8dfc33fa04570261c28e7018_mask.png,354,61,4.472,5.657,20.94
14_050_6_0024_bmp.rf.da9f550e248970cb5b2aa5606ded9cdc_mask.png,364,72,4.472,7.684,41.8
14_050_8_0047_bmp.rf.b7012298e7c94d841dabaddbeef6cd1a_mask.png,1009,191,4.472,6.768,33.92
14_050_8_0054_bmp.rf.637262bfccde6b1d76c61324839c8ebb_mask.png,333,77,4.472,5.064,11.7
14_050_9_0015_bmp.rf.a34e7e0f18f5442b3358d5b511314b3a_mask.png,254,48,4.472,6.396,30.08
14_050_9_0023_bmp.rf.7b740a8f0bec0fecd71b1922afdabb96_mask.png,464,88,4.0,7.653,47.74
14_050_9_0032_bmp.rf.56d8b8af157194e63d96b2628e37860b_mask.png,231,68,4.0,4.0,0.0
14_051_10_0018_bmp.rf.5de3c48a9bc3ca46656b08f7551f96f7_mask.png,570,102,4.472,8.219,45.59
14_051_10_0021_bmp.rf.4f08a94c0b771a022bd046b1d122afed_mask.png,528,101,4.472,7.382,39.42
14_051_2_0021_bmp.rf.a868fd8328f06ec43115eaeb8f05c1dc_mask.png,1405,235,4.472,7.211,37.98
14_051_2_0023_bmp.rf.6d9591d2d25c44eb343d8587c9cca1f1_mask.png,1881,330,4.472,7.211,37.98
14_051_2_0027_bmp.rf.5a20e18ee8f14dae5bdd8535ad3a8d0d_mask.png,1516,236,4.472,8.0,44.1
14_051_2_0032_bmp.rf.0afe4760a8478f81a1b07c5959901675_mask.png,490,88,4.472,6.094,26.61
14_051_2_0034_bmp.rf.cc4993a972ea936b3ef335189162d3d8_mask.png,1423,236,4.472,6.325,29.29
14_051_2_0040_bmp.rf.c8579b67a91370940d56db82032b7be9_mask.png,1690,334,4.472,6.325,29.29
14_051_2_0049_bmp.rf.9957134694301dbf776d26226da07248_mask.png,616,89,4.472,6.325,29.29
14_051_5_0033_bmp.rf.cdb538475d085e4489cd09a94a498fbd_mask.png,539,93,4.472,8.148,45.11
14_051_6_0020_bmp.rf.a2eaad80886cb1000f0dccccccda19f3_mask.png,414,84,4.0,7.475,46.49
14_051_6_0022_bmp.rf.50f3ec2d0b88b04af3496715725663b2_mask.png,510,92,4.472,6.275,28.73
14_051_6_0030_bmp.rf.5fe1bdf7b83bf947f27ca832c785e3a5_mask.png,446,67,4.472,6.032,25.87
14_051_8_0017_bmp.rf.0a7f00cabfbb7f3fadbbf5cd17a40ef2_mask.png,857,139,4.472,8.573,47.84
14_052_1_0020_bmp.rf.500dca5145433885d4e61e92ba1ead2f_mask.png,225,34,5.657,7.763,27.13
14_052_1_0023_bmp.rf.76ae42c092a11bd412354552c66b1d74_mask.png,346,58,4.472,6.307,29.09
14_053_1_0037_bmp.rf.6ea4c873f27621550ac0c4154fb05dd7_mask.png,1122,189,4.472,8.338,46.37
14_053_1_0039_bmp.rf.e66176ba96136271886d6318c9e186d9_mask.png,630,98,4.472,8.196,45.43
14_053_1_0046_bmp.rf.45cebd115e567bf7869ed525ecc823e6_mask.png,751,115,4.472,8.074,44.61
14_053_1_0048_bmp.rf.054d2f8ad9fe5b4911136d223a713b98_mask.png,430,60,4.472,6.679,33.04
14_053_1_0052_bmp.rf.06eb54878dcd72b822237821862cf0b6_mask.png,502,87,4.472,7.921,43.54
14_053_1_0061_bmp.rf.8c9754f418f2a63c400ab53156844a01_mask.png,871,147,4.472,7.211,37.98
14_053_2_0039_bmp.rf.416da9a3b10e98559142bfe95f038bb4_mask.png,2621,441,4.472,8.761,48.95
14_053_2_0051_bmp.rf.5ab679025ef73f43990b22335bffad0a_mask.png,5032,778,4.472,10.198,56.15
14_053_2_0062_bmp.rf.96da29b73b0b093aa7e4e8d799d73482_mask.png,4839,751,4.472,11.038,59.48
14_053_2_0066_bmp.rf.971a95b20ec0e75f502bce0a105a4f23_mask.png,2211,298,4.472,13.71,67.38
14_053_2_0075_bmp.rf.a86a6431b74a65d77431797eb9c07cb0_mask.png,3079,491,4.472,12.0,62.73
14_053_2_0076_bmp.rf.2bb4f8321ac2e43bc855b9fd43cec407_mask.png,3618,573,4.472,10.0,55.28
14_053_4_0036_bmp.rf.6d71a16140d604d86350d94ca5ce579d_mask.png,1160,188,4.472,8.0,44.1
14_053_4_0044_bmp.rf.d2ea8535be79a409b9e3cc4eb025a603_mask.png,507,72,4.472,7.211,37.98
14_053_4_0052_bmp.rf.6727a85ec20abdff24f4d94f696c6072_mask.png,1011,171,4.472,6.162,27.43
14_053_4_0066_bmp.rf.bc0fe152f4611bac4c73b182d8bad699_mask.png,833,139,4.472,7.211,37.98
14_053_4_0069_bmp.rf.d8e0be47b94fe872b63484c9a5d0655f_mask.png,686,122,4.472,7.122,37.21
14_053_4_0071_bmp.rf.615e1bf25f6e084401dc9597da2552aa_mask.png,595,72,4.472,8.335,46.35
14_053_4_0072_bmp.rf.174af6f769d933f2fcd2a47843d322d2_mask.png,718,118,4.472,7.122,37.21
14_053_4_0075_bmp.rf.d13d03a5fe431e7cf81816b04abce0b6_mask.png,753,142,4.472,6.0,25.46
14_053_4_0081_bmp.rf.7b26d6e5a50fcd8cb78aaa66e664e30b_mask.png,629,86,4.472,8.147,45.11
14_053_4_0085_bmp.rf.638c5340d2abdac2f2be0c407dacf110_mask.png,888,136,4.472,8.311,46.19
