image,mask_pixels,skeleton_pixels,D_min_px,D_ref_px,stenosis_percent
14_023_3_0029_bmp.rf.1fbdf1c5351a6176af1610d92ea611f9_mask.png,2240,409,4.472,8.852,49.48
14_023_3_0035_bmp.rf.a54bc6d415e3cf0daa49288104d582a3_mask.png,1135,154,4.472,12.261,63.53
14_023_3_0036_bmp.rf.8222d860d15c1ffda7ae9603d48c9bc2_mask.png,2386,384,4.472,11.151,59.89
14_023_3_0044_bmp.rf.7f96dc8f2991cf57486ea1b3b4b61e2f_mask.png,1110,193,4.472,8.172,45.27
14_023_3_0057_bmp.rf.1e3e008a5a0b880cd383cc7763cfa987_mask.png,2071,240,5.657,14.309,60.47
14_023_4_0046_bmp.rf.a493dfb3e8f6d2dc17c6d73538083500_mask.png,798,122,4.472,10.0,55.28
14_023_4_0056_bmp.rf.984997ef4f416353d4d9deec9a4da54c_mask.png,1376,188,4.472,12.852,65.2
14_023_4_0063_bmp.rf.be3d7afa7d037b312f3c15dc1befabf6_mask.png,910,107,5.657,11.86,52.3
14_023_4_0066_bmp.rf.21e1167dafd708fd55028ed421e733cf_mask.png,798,98,4.472,11.131,59.82
14_023_4_0071_bmp.rf.01a183aea329c2960c572ae086d6f517_mask.png,953,139,4.472,8.573,47.84
14_023_4_0074_bmp.rf.0f1c18a5a908c87cfd3be98a93758644_mask.png,1018,154,4.472,8.573,47.84
14_024_1_0043_bmp.rf.f7178ef819f5ab5909fa64e6ff464ad7_mask.png,1588,240,4.472,8.852,49.48
14_024_1_0059_bmp.rf.8fe34bc100dc9899464c345ccf81cf9d_mask.png,795,109,4.472,8.437,47.0
14_024_2_0019_bmp.rf.f547d11f64b35306cd42337514f0f11c_mask.png,803,72,8.246,11.848,30.4
14_024_2_0023_bmp.rf.da145a46ee346b74fe56a2d334f93f05_mask.png,1147,156,4.472,8.689,48.53
14_024_2_0024_bmp.rf.ecec686e3251349cf14594f92c6f770e_mask.png,1321,204,4.472,8.342,46.39
14_024_2_0029_bmp.rf.e8a34ea03772f220b2af7b6be0b7288e_mask.png,1908,268,4.472,8.246,45.77
14_024_2_0031_bmp.rf.5746fa0ea8637be8a850059892c53fdd_mask.png,1457,198,4.472,8.944,50.0
14_024_2_0039_bmp.rf.f29922f600deca17e3c6b8a24110e42d_mask.png,961,107,6.325,8.689,27.21
14_024_2_0048_bmp.rf.8fa7ebc11f86db07ddeda976216f8edb_mask.png,1003,111,6.325,8.944,29.29
14_024_2_0053_bmp.rf.d7aeeb1d73a05e560890971726076bb8_mask.png,2026,260,4.472,8.944,50.0
14_024_2_0058_bmp.rf.25d6bc9f26775289fa13bce28207b2c0_mask.png,1692,242,4.472,8.944,50.0
14_024_3_0011_bmp.rf.8c15b1c3e9f855712465ff8e20c579cb_mask.png,2785,463,4.472,8.898,49.74
14_024_3_0019_bmp.rf.ac90aef8c022dc412f6fd1bd0e71860c_mask.png,5083,801,4.472,10.198,56.15
14_024_3_0023_bmp.rf.c205a3681c3b87ec0d29a33d01fc26a1_mask.png,1821,230,4.472,12.0,62.73
14_024_3_0031_bmp.rf.04c45f07276c7104525c7315b835aac9_mask.png,3653,636,4.472,8.944,50.0
14_024_3_0034_bmp.rf.cf1b7ce829eceab248209e290675ab6d_mask.png,2347,315,4.472,11.503,61.12
14_024_3_0042_bmp.rf.d152bea49acc6a9666b0f1c788e1fc2d_mask.png,2179,343,4.472,11.042,59.5
14_024_3_0051_bmp.rf.d946c8ccd27b582960ffc66184e750e5_mask.png,3211,500,4.472,10.522,57.5
14_024_4_0025_bmp.rf.3bfe23645ed3bc1d973e9b7bc383703b_mask.png,2012,264,4.472,11.662,61.65
14_024_4_0029_bmp.rf.42d2cc3f23a24b624a588a93bdf2c7af_mask.png,2716,386,4.472,8.944,50.0
14_024_4_0032_bmp.rf.201b1e82fdf779eb32bc48d93ca02f71_mask.png,1898,256,4.472,10.119,55.8
14_024_4_0034_bmp.rf.03836549bfe91f7abd329d973a258a1d_mask.png,1246,153,4.472,10.765,58.45
14_024_4_0036_bmp.rf.9628060fbb6dc0343d48e61153c09122_mask.png,2084,263,4.472,10.198,56.15
14_024_4_0039_bmp.rf.55969b4e83a674588331a572f14c4dc7_mask.png,2663,319,4.472,12.0,62.73
14_024_4_0045_bmp.rf.6e9a579188435c10011c405bd89e8267_mask.png,3616,523,4.472,8.944,50.0
14_024_4_0049_bmp.rf.ddf1ff995007af93c72d3a4313d415ba_mask.png,1804,270,4.472,8.689,48.53
14_024_4_0051_bmp.rf.9c394a94fddb038e18d882857f82bfd6_mask.png,1337,214,4.472,8.0,44.1
14_024_4_0058_bmp.rf.3b6ca99f9fdb02f911ffea9d95e3d7f2_mask.png,1823,239,4.472,10.819,58.66
14_024_4_0059_bmp.rf.493e07847427d3505ee5ec62bfc5fc50_mask.png,2169,374,4.472,8.0,44.1
14_024_4_0060_bmp.rf.0c348b538696e7d0cf70706df9613a7f_mask.png,3752,608,4.472,8.944,50.0
14_024_5_0042_bmp.rf.cc912d20060fc0b4adcdd296cb118dfd_mask.png,767,104,4.472,8.342,46.39
14_024_5_0043_bmp.rf.856fbe7b6138b7252ab1842f81ad4f17_mask.png,794,107,4.472,8.715,48.68
14_024_5_0045_bmp.rf.62ccbdd113a3cf01842cd82e1f168cb9_mask.png,1082,164,4.472,8.414,46.85
14_024_5_0056_bmp.rf.b179c220193a71f8b5264e9a641aa445_mask.png,804,123,4.472,7.034,36.42
14_024_5_0067_bmp.rf.b2f2b92d6c2d5b9354ead5ee0afcef34_mask.png,1012,127,6.0,8.689,30.95
14_024_5_0068_bmp.rf.8350278a357e3f5fafb1f50334ba5808_mask.png,1149,170,4.472,8.623,48.14
14_024_6_0026_bmp.rf.2c007b77c70f5fecc3e92251dd8ac23b_mask.png,255,43,4.472,5.966,25.04
14_024_6_0029_bmp.rf.c75c3f4c81438f12b29b4647197ed3f5_mask.png,710,157,4.472,5.657,20.94
14_024_6_0046_bmp.rf.50dfbf0e2c335d8b15e55a0bceb25882_mask.png,400,82,4.472,5.657,20.94
14_024_6_0049_bmp.rf.576ca317b2045c54b5a11ccb857c6014_mask.png,633,140,4.472,5.657,20.94
14_024_6_0052_bmp.rf.2e710bfabdc841df0dee8d27b6e43a91_mask.png,483,113,4.472,5.657,20.94
14_024_6_0056_bmp.rf.1492f679c32e330e85ef359bcf483602_mask.png,448,96,4.472,5.657,20.94
14_024_6_0060_bmp.rf.cb0e9822655c10f2b081db009b673328_mask.png,790,147,4.472,7.122,37.21
14_024_6_0066_bmp.rf.71e5289cc32e8b02a1d033f13c41c036_mask.png,311,67,4.472,4.472,0.0
14_026_2_0011_bmp.rf.83947030982d1a85bce94cba9d11ee8c_mask.png,3100,424,4.472,12.374,63.86
14_026_2_0022_bmp.rf.08d569546f835093b88487f5fcde7ea6_mask.png,3271,536,4.472,10.0,55.28
14_026_2_0024_bmp.rf.73d098de8e906c9540c46673c91648c1_mask.png,2259,376,4.472,8.713,48.67
14_026_2_0030_bmp.rf.e968bcb2b86afb7c0a7d2852b1cafac0_mask.png,2679,458,4.472,8.944,50.0
14_026_2_0039_bmp.rf.729ea8e3abb0f2956b8f18fa87b9d0a9_mask.png,2699,438,4.472,10.647,58.0
14_026_2_0042_bmp.rf.20b78547fa68a5fedcfcd70b46a6d3bd_mask.png,1967,322,4.472,10.0,55.28
14_026_2_0064_bmp.rf.3acfbcc2a19b28c8feeb9f6966ff8467_mask.png,860,177,4.472,6.325,29.29
14_026_2_0066_bmp.rf.19c21df3e89aaec6a182d8370bdc86fc_mask.png,1332,238,4.472,8.842,49.42
14_026_2_0070_bmp.rf.12757ecffecc95a33da5d386f325e68a_mask.png,1557,297,4.472,7.211,37.98
14_026_2_0108_bmp.rf.739c5d51abc1e15ab371325a2ba334c8_mask.png,1168,206,4.472,8.098,44.78
14_026_2_0110_bmp.rf.bb03930b955ad83f76d35c262c8d07ad_mask.png,1326,209,4.472,8.852,49.48
14_026_2_0111_bmp.rf.98f37168695d65598764f9635ef413cf_mask.png,1754,305,4.472,8.829,49.34
14_026_2_0112_bmp.rf.2468696aa9f25414aa25b3bca46d82c6_mask.png,3400,613,4.472,8.807,49.22
14_026_2_0113_bmp.rf.b69b6fd200e8b560d2e0c851f35102df_mask.png,1486,273,4.472,7.211,37.98
14_026_2_0116_bmp.rf.4ce8c79c826a634f817a7357718d1688_mask.png,1499,277,4.472,8.098,44.78
14_026_2_0117_bmp.rf.cc93108c8fc45bad3973d1435cce0cda_mask.png,1723,312,4.472,8.573,47.84
14_026_2_0118_bmp.rf.258b53398c44bdcaf11e7e0a925a98f1_mask.png,3018,458,4.472,11.592,61.42
14_026_3_0050_bmp.rf.c9bb9283b1eb2dc3eb92e9b39ddd5089_mask.png,4201,660,4.472,10.198,56.15
14_026_3_0060_bmp.rf.a012759659f164aca7083c4763fae85c_mask.png,1480,230,4.472,8.715,48.68
14_026_3_0061_bmp.rf.ea382284dc72e100a62c02199ce9703e_mask.png,2547,379,4.472,10.427,57.11
14_026_3_0070_bmp.rf.a9892ca709b3ca0cc28344cdf6a46a8e_mask.png,1465,265,4.0,8.715,54.1
14_026_3_0080_bmp.rf.88e1b87799d9d2125f576b795812931b_mask.png,3824,644,4.472,8.944,50.0
14_026_3_0086_bmp.rf.93b2f0d6cd92e28dcaa1a689db3c2ece_mask.png,1676,259,4.472,11.305,60.44
14_026_3_0087_bmp.rf.10c10a7ed73810e4a9950399f0248d00_mask.png,3809,599,4.472,10.0,55.28
14_026_3_0088_bmp.rf.638c73af22941444ffe1e0b3009cbd12_mask.png,1908,360,4.472,8.0,44.1
14_026_3_0089_bmp.rf.9656284587f2d2ddcbb1146e650075b5_mask.png,2507,424,4.472,8.944,50.0
14_028_1_0038_bmp.rf.de5c592a30f4684901c4564a2596b90f_mask.png,689,117,4.472,7.034,36.42
14_028_1_0050_bmp.rf.fe630a966ec4b1bb1cb9987e33458b76_mask.png,914,122,4.472,8.485,47.3
14_028_1_0085_bmp.rf.7a9be305787a9debf2b653fe20aa3ca7_mask.png,1788,325,4.472,6.945,35.61
14_028_1_0095_bmp.rf.d073224aa6d1ff2428142522969d28af_mask.png,1520,217,4.472,11.201,60.07
14_028_2_0050_bmp.rf.5216c950073938a0da948bf4e96972d1_mask.png,1848,274,4.472,10.827,58.69
14_028_2_0052_bmp.rf.f0bfb400232db56e9aad21d5f0bdf332_mask.png,2051,300,4.472,12.0,62.73
14_028_2_0056_bmp.rf.64053f2cc3375fa995b6d785e509d5ba_mask.png,2746,406,4.472,11.627,61.54
14_028_2_0057_bmp.rf.229d15aeb6c332686a5cbf87e160ffb7_mask.png,3317,462,4.472,11.662,61.65
14_028_2_0068_bmp.rf.6789c8a0827899ca70475888e654a1d2_mask.png,5257,737,4.472,11.662,61.65
14_028_2_0071_bmp.rf.f545dee25d75a7165bcc632f438e7276_mask.png,4792,668,4.472,12.166,63.24
14_028_2_0079_bmp.rf.ed424ad295d569d33e74d7d36cbc5b00_mask.png,3749,655,4.472,8.944,50.0
14_028_2_0085_bmp.rf.14f5054f28e7da4648e010fd719f3924_mask.png,3568,618,4.472,8.944,50.0
14_028_2_0088_bmp.rf.196be757b0a8dea69f06ea93c7559643_mask.png,3250,452,4.472,11.662,61.65
14_028_3_0079_bmp.rf.9760c510c89e65fb99910d5988b02dd1_mask.png,904,133,4.472,8.382,46.64
14_028_3_0082_bmp.rf.bc6a27fb3bfd32e47e8fb0abb016b886_mask.png,1726,283,4.472,8.691,48.54
14_029_1_0031_bmp.rf.2c3eafa8326e0137bfb5cdb411df1cb2_mask.png,2402,393,4.472,10.0,55.28
14_029_1_0032_bmp.rf.6e301c86bb6f0e5528e0d5b207a4631e_mask.png,2041,380,4.472,8.783,49.08
14_029_1_0041_bmp.rf.70de92da7ded1ddf98236495958838d0_mask.png,1465,248,4.472,8.414,46.85
14_029_1_0048_bmp.rf.9788e365995caa643eed95a548a58caf_mask.png,2278,367,4.472,8.852,49.48
14_029_1_0053_bmp.rf.6af3b13d6746413c90ea8799c2e261f2_mask.png,1225,202,4.472,10.955,59.18
14_029_2_0043_bmp.rf.f8b4a88adcc82b65c8011c03d8d58058_mask.png,4807,723,4.472,10.879,58.89
14_029_2_0053_bmp.rf.8710843476de36dd7859298fbadadb93_mask.png,1616,300,4.472,7.211,37.98
14_029_2_0057_bmp.rf.00e58c907e2762f5e492be102f11f2d4_mask.png,497,89,4.472,6.856,34.78
14_029_2_0058_bmp.rf.a19f53248af3f8aa3dd07ff1d78d5ab2_mask.png,641,124,4.472,7.684,41.8
14_029_2_0059_bmp.rf.fb4c15229a283550a635807cb19009cb_mask.png,560,105,4.472,6.638,32.63
14_029_2_0073_bmp.rf.4bd1040b0bee02e9f245a21290e9842b_mask.png,815,163,4.472,6.325,29.29
14_029_2_0076_bmp.rf.b33f8c68195d6a74843a77fd9f84371b_mask.png,810,140,4.472,6.437,30.52
14_029_2_0079_bmp.rf.ea3304162a23cc4b51b721dfe1b2d7d9_mask.png,295,62,4.472,5.966,25.04
14_029_2_0080_bmp.rf.24ce45ce5b3659b71343b9d7978cb51c_mask.png,504,98,4.0,6.26,36.1
14_029_4_0057_bmp.rf.dc6284fae1f4b780bd36446fe5e00373_mask.png,1228,215,4.472,8.123,44.95
14_029_4_0063_bmp.rf.7cd5a4b0bd92784ca2d4ab4032224228_mask.png,938,127,4.472,8.735,48.8
14_029_4_0072_bmp.rf.2f8ffde38ef8cb8c6eedcef669ee26d8_mask.png,2161,284,4.472,10.949,59.15
14_029_4_0085_bmp.rf.afa8d3e20c20890f43445efe6fc65c90_mask.png,1013,168,4.472,6.768,33.92
14_029_5_0032_bmp.rf.9f1742e2c80d33f3f3f2d1053e673276_mask.png,2979,475,4.472,8.944,50.0
14_029_5_0033_bmp.rf.463c3da5267f1faf9040976e679974e4_mask.png,1289,209,4.472,8.36,46.5
14_029_5_0040_bmp.rf.cb6ac0ae79d118c393f4864843abeab9_mask.png,503,87,4.472,6.582,32.05
14_029_5_0042_bmp.rf.7282bdfeb671dcd22b7681f9f6789519_mask.png,787,109,4.472,10.345,56.77
14_029_5_0046_bmp.rf.2085ee688b15c47121d8851ab00ad3af_mask.png,806,122,4.472,8.623,48.14
14_029_5_0047_bmp.rf.26d830ee83013ada8d92b3b9667aadd7_mask.png,2125,276,4.472,10.198,56.15
14_029_5_0048_bmp.rf.a9d39197bdfc7aff47cd53990f3caea0_mask.png,2088,303,4.472,10.079,55.63
14_029_5_0049_bmp.rf.06b26e13d147f3c9021169328a35377e_mask.png,2822,363,4.472,10.77,58.48
14_029_5_0053_bmp.rf.794d4a1d4a8047dcb56b29fe1ec76bbf_mask.png,545,67,4.472,8.485,47.3
14_029_5_0055_bmp.rf.7174d89bfd67979599ee6374e97937b9_mask.png,496,88,4.472,7.464,40.08
14_029_5_0059_bmp.rf.057c23e5ddc72b409201dbae60a5ef4f_mask.png,1396,195,4.472,8.944,50.0
14_029_5_0063_bmp.rf.b2ffc9f762dfda0381c28f720eec1e90_mask.png,586,66,4.472,10.04,55.46
14_029_5_0097_bmp.rf.15913cca280e28abfc179edefcd42430_mask.png,1214,220,4.472,8.342,46.39
14_029_6_0034_bmp.rf.c5b0f060108f887eeb910d7782783739_mask.png,2123,280,4.472,14.169,68.44
14_029_6_0037_bmp.rf.3587bae6314874c701b84f306eaf76d2_mask.png,1321,220,4.472,8.222,45.6
14_029_6_0057_bmp.rf.1bda889deb6d84a3156cb642c4d86ede_mask.png,1881,319,4.472,10.079,55.63
14_029_6_0067_bmp.rf.47e9ef61534f5ab77a9ee90479ceac90_mask.png,1176,156,4.472,10.491,57.37
14_029_6_0073_bmp.rf.f6124ca0e5aa0aa9d070ce44fbf34447_mask.png,1806,310,4.472,8.366,46.54
14_029_6_0074_bmp.rf.025734fd5e59603bb57f908388e09700_mask.png,1355,183,4.472,13.08,65.81
14_029_6_0079_bmp.rf.60e76726c999b65c504923b4402fc2dc_mask.png,1477,275,4.472,8.197,45.44
14_029_6_0093_bmp.rf.235ed74bbc5f00ba92e3a883ad6c187b_mask.png,1960,283,4.472,10.178,56.06
14_029_6_0100_bmp.rf.c9fa94d7e790278109efc1e74ce19d56_mask.png,1863,321,4.472,8.737,48.81
14_029_7_0048_bmp.rf.cd59b14bdc42b34dd259a3ea906b1a5a_mask.png,1249,201,4.0,11.932,66.48
14_029_7_0067_bmp.rf.071c5cb791952b5f493904856e427f59_mask.png,1186,176,4.472,11.887,62.38
14_031_3_0036_bmp.rf.b9846ea44f03d17c42e3a44807f5b8d3_mask.png,1021,151,4.472,8.505,47.42
14_031_3_0038_bmp.rf.e88d88614a3876d1ee848c7f95fb4982_mask.png,425,92,4.472,5.863,23.72
14_031_3_0047_bmp.rf.6357c9ed5b13171ee3654e4481333822_mask.png,384,70,4.472,6.13,27.04
14_031_3_0050_bmp.rf.263e2ed57e21fd99883fe49a15e48b9b_mask.png,293,47,4.472,7.128,37.26
14_031_3_0055_bmp.rf.10cd36f35be441f9f001ec3c28d43755_mask.png,779,149,4.472,6.325,29.29
14_031_3_0061_bmp.rf.763fa747b0ff47c8ad2c1f1bafd077ad_mask.png,716,114,4.472,8.123,44.95
14_031_3_0062_bmp.rf.d4efb1110436f75d5f7b3c7291a2f1f0_mask.png,533,87,4.472,8.0,44.1
14_031_4_0028_bmp.rf.daf9ade3f0263d1c71621409503921d3_mask.png,2605,408,4.472,10.479,57.32
14_031_4_0033_bmp.rf.53845975c41fd4237ca81984fbef2cd0_mask.png,4144,595,4.472,10.198,56.15
14_031_4_0048_bmp.rf.c41e66e7931b0ce838cf6fbb297075a2_mask.png,5096,877,4.472,8.944,50.0
14_031_5_0024_bmp.rf.d115c1c1991312845723dbcc1e686365_mask.png,1472,165,4.472,10.546,57.59
14_031_5_0030_bmp.rf.7812da531a6b07e370c394645023aa81_mask.png,2312,303,4.472,12.801,65.07
14_031_5_0038_bmp.rf.3869915df819cc1162a7f3947c4a7f29_mask.png,1612,206,4.472,10.879,58.89
14_031_5_0044_bmp.rf.d4dc4236a47fab85258671d096baddc7_mask.png,847,114,4.472,10.0,55.28
14_031_5_0053_bmp.rf.13fe7bd8d6a0ff023a69147034f5728d_mask.png,997,122,4.472,10.0,55.28
14_031_5_0057_bmp.rf.1c694ee1e26d8d54b1d933ce7fe92111_mask.png,1047,141,4.0,11.831,66.19
14_031_5_0060_bmp.rf.8e9d2818809831327e64b38d5c667323_mask.png,1782,244,4.472,12.081,62.98
14_031_6_0029_bmp.rf.ec2ca4c9cb7b9f5db5aa495486ebb6e4_mask.png,748,117,4.472,8.366,46.54
14_031_6_0034_bmp.rf.fa646e9fc514212a7a44bbd60fba8df2_mask.png,1118,190,4.472,8.0,44.1
14_031_6_0048_bmp.rf.f394e71c70a4419dc1ffd916da1fa7a3_mask.png,612,103,4.472,7.517,40.51
14_031_6_0050_bmp.rf.98e78a7d8df987f61e631fc97942775e_mask.png,837,129,4.472,8.172,45.28
14_031_6_0056_bmp.rf.5ac7d95ba4b7f0ea5f0f478e4c2bd486_mask.png,339,65,4.472,6.0,25.46
14_031_6_0059_bmp.rf.9285f49998dba887599c295696f95857_mask.png,691,122,4.472,7.034,36.42
14_031_6_0061_bmp.rf.5dea7a99fc0b436023e9c11890e697db_mask.png,952,144,4.472,8.0,44.1
14_031_7_0028_bmp.rf.cdbfb2102fbb15eb91f02e6806c8938d_mask.png,499,78,4.472,8.213,45.55
14_031_7_0033_bmp.rf.3fb430d2985e2b5053ebbdfbb2a1120d_mask.png,846,126,4.472,8.852,49.48
14_031_7_0034_bmp.rf.c159c62e1f1c7220e7e97e4c2868b984_mask.png,791,126,4.472,8.287,46.04
14_031_7_0035_bmp.rf.211a287c523505dfe0b3dd7db1334295_mask.png,1027,138,4.472,8.852,49.48
14_031_7_0036_bmp.rf.4f6245244c292cdebdbf75a79a831a43_mask.png,620,97,2.828,8.479,66.64
14_031_7_0037_bmp.rf.8338aeed6ca5538796a9a1979f13f27c_mask.png,588,77,4.472,7.989,44.02
14_031_7_0038_bmp.rf.47847da09f541f4c910e73df2b0a97e3_mask.png,1130,173,4.472,8.898,49.74
14_031_7_0046_bmp.rf.429d6c8ec8929c5d3459ea4da3b204a7_mask.png,1016,141,4.472,10.0,55.28
14_031_7_0048_bmp.rf.179b66f760f8444bb611a980037a38c2_mask.png,624,114,4.472,8.172,45.27
14_031_7_0052_bmp.rf.6fd47294369ff1055e772644e2968f6a_mask.png,772,124,4.472,8.595,47.97
14_031_7_0059_bmp.rf.a6553afecbe6499a9f7aeff7f5211c1f_mask.png,623,109,4.472,8.22,45.6
14_031_7_0061_bmp.rf.7e5e8f2b0010946bc703240dbf8bf3c2_mask.png,1122,193,4.472,7.211,37.98
14_031_7_0062_bmp.rf.8630232b292c355ed4793656be2520c4_mask.png,1109,190,4.472,8.525,47.54
14_031_8_0048_bmp.rf.a54640e81b83bee28ad22b70ee50aa8c_mask.png,853,150,4.472,7.916,43.51
14_031_8_0069_bmp.rf.25388703767b2c0cf9aa122dd4e2e41f_mask.png,1219,187,4.472,8.669,48.41
14_031_8_0077_bmp.rf.94ce98bdc9be6a0b80dca2d4b5bed617_mask.png,771,114,4.472,8.123,44.95
14_031_8_0078_bmp.rf.87f69dd2f329467fc2a435d585cf0d10_mask.png,800,117,4.472,8.48,47.26
14_032_4_0033_bmp.rf.6fffc1a50e3b0fe931ec24a1f7c049d0_mask.png,904,170,4.472,6.325,29.29
14_032_4_0043_bmp.rf.70911940348a2297bf8e6f1c071232dc_mask.png,469,101,4.472,4.828,7.36
14_032_4_0048_bmp.rf.ea42054d1c8fca3fca565a7011884138_mask.png,530,103,4.472,6.0,25.46
14_032_4_0050_bmp.rf.952996ba6f6f439e98865898100cae40_mask.png,411,74,4.0,6.065,34.05
14_032_6_0031_bmp.rf.2ffbbb74b8ec61a98bdbfc7ce7032565_mask.png,1478,196,4.472,11.488,61.07
14_032_6_0033_bmp.rf.49cfda0490aa27702b37f0dc6a044b8e_mask.png,1463,175,4.472,11.662,61.65
14_032_6_0036_bmp.rf.af9a4d02fb5285b8c196d2b4de01b31a_mask.png,1091,120,4.472,11.662,61.65
14_032_6_0045_bmp.rf.91e1ae6c2900dbeab762d8b9dbb7f602_mask.png,1289,197,4.472,8.667,48.4
14_032_6_0047_bmp.rf.249178dfb00ffdd5d42ff5cd51839863_mask.png,1078,112,5.657,11.627,51.35
14_032_6_0050_bmp.rf.7e5ff32f08e7b61956f674aa63994ab1_mask.png,1094,135,4.472,11.523,61.19
14_032_6_0054_bmp.rf.2d0405332c2e1c9f768f9e82464c5767_mask.png,1828,290,4.472,10.933,59.1
14_032_6_0055_bmp.rf.a76c920c5a0934087d33ef043299d563_mask.png,819,115,4.472,10.0,55.28
14_032_6_0058_bmp.rf.9b1dd1e75ddbf03cff6ae1183670c327_mask.png,1268,191,4.472,10.933,59.1
14_032_6_0059_bmp.rf.313e0d937ee9249ec2904071fb8092b2_mask.png,789,88,5.657,11.484,50.74
14_032_6_0062_bmp.rf.79baad1ce87fc92847e187dfdc18bb98_mask.png,1419,153,4.472,11.662,61.65
14_032_6_0065_bmp.rf.f5061083c2dc9e3eab0270c4ce88abf0_mask.png,1163,131,5.657,10.879,48.0
14_032_6_0066_bmp.rf.11c5faa7ae7fc0e1be5c97b8d4afd548_mask.png,1422,152,4.472,12.0,62.73
14_032_6_0071_bmp.rf.b71ea9775033a44fb737400945c60215_mask.png,1223,129,4.472,11.899,62.41
14_032_7_0020_bmp.rf.1f8ec012826dd057d063c01141007bec_mask.png,964,144,4.472,10.271,56.46
14_032_7_0021_bmp.rf.da4e9df97dd6ae05259da4df89852686_mask.png,1484,232,4.472,10.365,56.85
14_032_7_0030_bmp.rf.9b3667030b83b23fcf1ac20c7500e8fa_mask.png,1541,270,4.472,12.045,62.87
14_032_7_0036_bmp.rf.c4ee4a87c58772c0877efb72fd009b00_mask.png,1616,280,4.472,8.619,48.11
14_032_7_0049_bmp.rf.2ac993c5bfc6decff4cd0496d96c9d2a_mask.png,1294,197,4.472,10.079,55.63
14_032_7_0051_bmp.rf.33f705921d2ea82b54989694c6427397_mask.png,861,168,4.472,8.0,44.1
14_032_7_0056_bmp.rf.3da7bbc3219ceadfddebbfab9d4dd90b_mask.png,1371,247,4.472,8.335,46.35
14_032_7_0057_bmp.rf.45fdb3f072a284d1e60baa42af391d41_mask.png,1046,181,4.472,8.0,44.1
14_033_3_0034_bmp.rf.31da36641eabe6c0146aa02ef2b2b8f5_mask.png,1267,207,4.472,8.148,45.11
14_033_3_0036_bmp.rf.c6882d64228e2b77abfcc8ad2b117a5c_mask.png,700,113,4.472,7.211,37.98
14_033_3_0037_bmp.rf.da224824d8b5cb64c5c46903508df7c2_mask.png,673,77,4.472,10.769,58.47
14_033_3_0045_bmp.rf.103ed2898f1ebba045e1095bb5d7595b_mask.png,425,70,4.472,6.428,30.43
14_033_3_0047_bmp.rf.9b2b4d5a86091e61ff030a32a74c85f9_mask.png,767,107,4.472,8.192,45.41
14_033_3_0050_bmp.rf.e304e7373c1a9994b9eb9bec954c07fc_mask.png,531,98,4.472,6.13,27.04
14_033_3_0052_bmp.rf.e3fd3bdf1d8a8764de6ff746b9d01e04_mask.png,738,136,4.472,7.211,37.98
14_033_3_0054_bmp.rf.0ef3a1d65b397fd5c988113b24660374_mask.png,830,146,4.472,6.325,29.29
14_033_3_0058_bmp.rf.ce0db41ecc6f2ae89a9f9b3cee9c81d2_mask.png,374,74,4.0,6.065,34.05
14_033_3_0061_bmp.rf.254dd2f233ad26186221fd2057f5ede2_mask.png,486,71,4.472,8.098,44.78
14_033_3_0063_bmp.rf.f9bc90a08924583ae8eac4f56ca59758_mask.png,560,90,4.472,7.034,36.42
14_033_3_0065_bmp.rf.453545109a700a769f171b0a65182ccb_mask.png,296,54,4.472,6.307,29.09
14_033_3_0067_bmp.rf.7aa5264940e9680df21dcb27235f8eff_mask.png,798,136,4.472,8.197,45.44
14_033_3_0072_bmp.rf.0244698d2da65297e6706300e8e1540f_mask.png,803,125,4.472,8.619,48.11
14_033_3_0073_bmp.rf.f87bb256e744104d3ec2a78d116e9661_mask.png,866,131,4.472,10.0,55.28
14_033_3_0084_bmp.rf.f103e933c583ebe61ae326a2ba10949c_mask.png,1075,164,4.472,8.221,45.6
14_033_3_0090_bmp.rf.25e3163e671c5d84c01591fcd67b77ea_mask.png,571,89,4.472,8.0,44.1
14_033_4_0026_bmp.rf.2efbbf3a1bff692d7667371022d9bd43_mask.png,557,127,2.828,5.301,46.65
14_033_4_0027_bmp.rf.eaca2b6159ada151a280736acb163348_mask.png,744,146,4.472,6.558,31.81
14_033_4_0036_bmp.rf.032beb4f0e32a60fa55042dea3606c93_mask.png,276,57,4.472,6.0,25.46
14_033_4_0051_bmp.rf.7d2c80f7f6d474517913994bef8f47d8_mask.png,425,93,4.472,5.657,20.94
14_033_4_0054_bmp.rf.cbbb64a4528059a86455ba360b073355_mask.png,526,105,4.472,6.0,25.46
14_033_4_0077_bmp.rf.e9940701f97980ff1d5b3d5714f195b5_mask.png,340,66,4.472,5.657,20.94
14_033_4_0083_bmp.rf.3e1712c95a9b99ce392836efb85e9c52_mask.png,337,67,4.472,5.657,20.94
14_034_6_0015_bmp.rf.962d99d8a81d944da1e0176baedcd9fb_mask.png,214,41,4.472,4.472,0.0
14_034_7_0041_bmp.rf.f59d55f647af4493c78c5d9be2c99d0b_mask.png,319,55,4.472,5.183,13.71
14_039_1_0028_bmp.rf.d34366a8c2368e1e5202bb87486d3923_mask.png,551,110,4.472,6.251,28.46
14_039_1_0036_bmp.rf.905a6fcf1ff9056a6abd94feb376fe38_mask.png,797,86,4.472,12.079,62.98
14_039_1_0038_bmp.rf.0a34ccdb798dcf3d2e393948bc8ae8ce_mask.png,794,103,4.472,11.932,62.52
